IP Address,MAC Address,Device Name,Subnet,Device Type,VLAN,Location,Active,Last Seen,Serial Number,Manufacturer,Model,Firmware Version,Managed By,Assignment Type,Timestamp,Criticality,Network Purpose,DNS Records,IP Assignment Date,Change Reference
10.1.177.101,59:EA:3D:EB:A1:04,NYC-DC2-S62,10.1.177.0/24,Switch,972,NYC-DC2-R5-C16,Planned,2024-08-11T16:17:53Z,JPV99V99VV,Juniper Networks,EX4300-48P,JunOS 20.2R8,Network Operations Team,Static,2024-08-11T16:17:53Z,Medium,Management Network,nyc-dc2-s62.global.org,2023-10-14T05:48:05Z,CHG37594
10.5.230.47,43:75:33:8A:78:DD,LON-DC1-S52,10.5.230.0/24,Switch,2952,LON-DC1-R6-C16,Planned,2024-11-24T23:26:45Z,JPG22G22GG,Juniper,EX4650-48Y,JunOS 20.2R8,Network Operations Team,Reserved,2024-11-24T23:26:45Z,Low,User Access,lon-dc1-s52.company.com,2023-10-04T07:44:32Z,CHG22972
10.2.49.116,AB:85:B8:B8:83:B0,NYC-DC1-S33,10.2.49.0/24,Switch,1166,NYC-DC1-R6-C11,Decommissioned,2025-02-28T15:22:31Z,JPN99N99NN,Juniper,EX4300-48P,JunOS 21.8R2,Global Network Services,Static,2025-02-28T15:22:31Z,Medium,Management Network,nyc-dc1-s33.global.org,2023-12-26T22:07:42Z,CHG47555
10.4.215.162,CF:24:28:52:AF:74,SFO-DC1-S82,10.4.215.0/24,Layer 3 Switch,962,SFO-DC1-R5-C3,Maintenance,2025-02-08T05:41:53Z,JPY99Y99YY,Juniper,QFX5120-48Y,JunOS 19.0R2,Security Infrastructure Team,DHCP,2025-02-08T05:41:53Z,Medium,DMZ,sfo-dc1-s82.company.com,2023-06-08T16:59:33Z,CHG18361
10.2.42.27,86:4F:2B:C7:9E:75,NYC-DC1-S99,10.2.42.0/24,Switch,2621,NYC-DC1-R9-C10,Planned,2024-11-20T21:21:59Z,JPR88R88RR,Juniper,EX2300-24P,JunOS 21.9R6,Global Network Services,Reserved,2024-11-20T21:21:59Z,Medium,IoT Connectivity,nyc-dc1-s99.corp.local,2024-03-10T02:47:15Z,CHG21738
10.5.155.3,00:45:B0:92:F0:04,LON-DC1-S34,10.5.155.0/24,Switch,3020,LON-DC1-R7-C13,Maintenance,2025-02-03T06:04:20Z,JPZ55Z55ZZ,Juniper,EX4650-48Y,JunOS 20.3R2,Network Operations Team,Static,2025-02-03T06:04:20Z,Low,Voice Network,lon-dc1-s34.global.org,2023-12-31T10:48:01Z,CHG41399
10.7.211.49,23:5D:45:94:38:E9,SIN-DC1-S37,10.7.211.0/24,Switch,3983,SIN-DC1-R2-C10,Planned,2024-07-12T19:25:53Z,JPI77I77II,Juniper,EX4650-48Y,JunOS 19.8R0,Security Infrastructure Team,Reserved,2024-07-12T19:25:53Z,High,Core Infrastructure,sin-dc1-s37.global.org,2024-02-08T23:29:47Z,CHG11075
10.3.175.108,9F:FF:BE:ED:10:A9,SFO-DC1-S64,10.3.175.0/24,Switch,1563,SFO-DC1-R1-C4,Maintenance,2025-03-14T23:41:46Z,JPY44Y44YY,Juniper,EX4300-48P,JunOS 19.3R4,Global Network Services,DHCP,2025-03-14T23:41:46Z,High,Server Farm,sfo-dc1-s64.corp.local,2024-02-13T01:28:29Z,CHG14392
10.2.159.240,A5:51:15:3E:81:F6,NYC-DC1-S61,10.2.159.0/24,Switch,491,NYC-DC1-R7-C8,Active,2024-12-14T16:08:14Z,JPG33G33GG,Juniper,QFX5120-48Y,JunOS 19.2R4,Core Network Team,Reserved,2024-12-14T16:08:14Z,High,IoT Connectivity,nyc-dc1-s61.global.org,2024-01-24T22:46:53Z,CHG88146
10.2.46.176,AD:1E:1E:B6:4E:36,NYC-DC1-S21,10.2.46.0/24,Switches,552,NYC-DC1-R5-C2,Decommissioned,2025-02-06T22:15:25Z,JPP88P88PP,Juniper,EX2300-24P,JunOS 21.6R5,Global Network Services,Reserved,2025-02-06T22:15:25Z,High,DMZ,nyc-dc1-s21.enterprise.net,2023-11-29T09:00:56Z,CHG74237
10.4.140.223,52:23:4F:E6:97:86,SFO-DC2-S42,10.4.140.0/24,Switch,2954,SFO-DC2-R2-C18,Decommissioned,2024-09-03T03:27:11Z,ARO88O88OO,Arista,7500R2,EOS 4.9.3,Security Infrastructure Team,Reserved,2024-09-03T03:27:11Z,High,DMZ,sfo-dc2-s42.global.org,2024-02-23T23:31:35Z,CHG82281
10.5.56.25,22:16:42:5B:10:67,LON-DC1-S53,10.5.56.0/24,Switch,2482,LON-DC1-R2-C1,Maintenance,2024-07-26T07:39:10Z,ARP00P00PP,Arista,7050CX3-32S,EOS 4.0.5,Global Network Services,Static,2024-07-26T07:39:10Z,High,IoT Connectivity,lon-dc1-s53.global.org,2024-03-08T16:24:52Z,CHG93744
10.7.136.136,14:24:9B:27:6E:31,SIN-DC1-S48,10.7.136.0/24,Switch,3069,SIN-DC1-R9-C14,Active,2024-12-04T11:15:05Z,ARX66X66XX,Arista,7050CX3-32S,EOS 4.9.2,Enterprise Network Team,DHCP,2024-12-04T11:15:05Z,Medium,Core Infrastructure,sin-dc1-s48.global.org,2024-01-30T10:36:43Z,CHG97194
10.4.80.137,E2:B4:A1:A6:BE:D3,SFO-DC1-S52,10.4.80.0/24,Switch,3932,SFO-DC1-R7-C1,Active,2024-10-22T09:22:04Z,ARX33X33XX,Arista,7020R,EOS 4.5.7,Network Operations Team,Reserved,2024-10-22T09:22:04Z,Medium,Core Infrastructure,sfo-dc1-s52.company.com,2023-11-19T14:50:11Z,CHG27705
10.5.11.198,8D:4F:30:13:EB:B6,LON-DC1-S28,10.5.11.0/24,Switch,2331,LON-DC1-R4-C3,Planned,2024-10-03T20:45:26Z,ARE99E99EE,Arista,7280R3,EOS 4.1.9,Global Network Services,Static,2024-10-03T20:45:26Z,High,DMZ,lon-dc1-s28.global.org,2024-03-18T06:29:53Z,CHG85527
10.5.40.200,1C:AB:B2:DE:D5:3D,LON-DC1-S74,10.5.40.0/24,Switch,613,LON-DC1-R6-C17,Maintenance,2024-12-06T23:44:14Z,ARX00X00XX,Arista,7280R3,EOS 4.5.8,Security Infrastructure Team,Static,2024-12-06T23:44:14Z,Low,DMZ,lon-dc1-s74.global.org,2023-10-22T15:48:42Z,CHG88005
10.2.201.38,43:AC:2A:F3:19:CC,NYC-DC1-S56,10.2.201.0/24,Switch,2341,NYC-DC1-R4-C18,Maintenance,2025-01-09T21:45:48Z,ARC66C66CC,Arista,7500R2,EOS 4.7.6,Security Infrastructure Team,Static,2025-01-09T21:45:48Z,Medium,Management Network,nyc-dc1-s56.enterprise.net,2024-02-28T06:24:22Z,CHG66369
10.7.216.94,B2:61:A4:B0:0C:9C,SIN-DC1-S86,10.7.216.0/24,Switch,3104,SIN-DC1-R2-C4,Active,2024-07-01T04:18:39Z,ARL77L77LL,Arista,7280R3,EOS 4.3.5,Security Infrastructure Team,Reserved,2024-07-01T04:18:39Z,High,IoT Connectivity,sin-dc1-s86.corp.local,2024-04-03T23:43:34Z,CHG47707
10.2.11.85,6B:6C:68:84:F7:48,NYC-DC2-S58,10.2.11.0/24,Switch,218,NYC-DC2-R8-C1,Active,2024-08-14T22:53:38Z,ARM88M88MM,Arista,7050CX3-32S,EOS 4.3.9,Global Network Services,Reserved,2024-08-14T22:53:38Z,Medium,Voice Network,nyc-dc2-s58.enterprise.net,2024-01-15T01:48:15Z,CHG96520
10.2.118.251,C2:32:A1:F8:2D:5F,NYC-DC1-S38,10.2.118.0/24,Switch,644,NYC-DC1-R1-C12,Planned,2025-02-14T16:35:30Z,ARQ00Q00QQ,Arista,7280R3,EOS 4.7.6,Network Operations Team,Reserved,2025-02-14T16:35:30Z,Medium,Voice Network,nyc-dc1-s38.enterprise.net,2023-08-02T07:57:19Z,CHG75700
10.1.143.58,4D:AE:C9:46:2C:C3,NYC-DC2-S50,10.1.143.0/24,Switch,2673,NYC-DC2-R3-C19,Maintenance,2024-07-20T21:29:05Z,ARN22N22NN,Arista,7280R3,EOS 4.8.2,Security Infrastructure Team,DHCP,2024-07-20T21:29:05Z,Low,DMZ,nyc-dc2-s50.corp.local,2023-10-16T14:51:26Z,CHG29025
10.3.94.82,4A:0F:A3:D3:D2:9B,SFO-DC2-S09,10.3.94.0/24,Switch,1094,SFO-DC2-R10-C19,Maintenance,2024-12-27T04:43:32Z,ARX44X44XX,Arista,7020R,EOS 4.0.9,Enterprise Network Team,Static,2024-12-27T04:43:32Z,Medium,Core Infrastructure,sfo-dc2-s09.corp.local,2024-01-24T13:11:37Z,CHG13418
10.6.191.48,C6:FB:F2:46:53:62,SYD-DC1-S65,10.6.191.0/24,Network Switch,3798,SYD-DC1-R8-C20,Decommissioned,2024-07-09T08:51:21Z,ARB00B00BB,Arista,7280R3,EOS 4.3.1,Network Operations Team,DHCP,2024-07-09T08:51:21Z,High,DMZ,syd-dc1-s65.corp.local,2023-10-15T15:28:31Z,CHG63066
10.6.55.116,E9:15:7D:CA:14:C6,SYD-DC1-S96,10.6.55.0/24,Switch,224,SYD-DC1-R9-C5,Decommissioned,2025-04-23T12:22:27Z,ARG66G66GG,Arista,7050CX3-32S,EOS 4.4.9,Global Network Services,Static,2025-04-23T12:22:27Z,Low,DMZ,syd-dc1-s96.company.com,2023-07-11T09:57:29Z,CHG86735
10.4.230.7,5B:E8:67:E8:2E:80,SFO-DC2-S53,10.4.230.0/24,Switch,2898,SFO-DC2-R7-C17,Maintenance,2024-11-21T00:41:55Z,ARW22W22WW,Arista network,7500R2,EOS 4.5.1,Global Network Services,Reserved,2024-11-21T00:41:55Z,Medium,DMZ,sfo-dc2-s53.global.org,2023-05-19T15:36:06Z,CHG32398
10.3.26.108,9D:9E:E4:93:5C:3C,SFO-DC1-S19,10.3.26.0/24,Switch,889,SFO-DC1-R10-C16,Decommissioned,2024-08-01T23:33:16Z,ARG44G44GG,Arista network,7280R3,EOS 4.9.7,Global Network Services,DHCP,2024-08-01T23:33:16Z,High,User Access,sfo-dc1-s19.company.com,2023-12-22T02:06:43Z,CHG88656
10.7.25.48,4B:1C:B2:12:4A:10,SIN-DC1-S80,10.7.25.0/24,Switch,3225,SIN-DC1-R9-C6,Decommissioned,2024-12-09T20:25:40Z,ARK11K11KK,Arista network,7500R2,EOS 4.9.9,Enterprise Network Team,DHCP,2024-12-09T20:25:40Z,Medium,IoT Connectivity,sin-dc1-s80.company.com,2023-06-07T18:22:02Z,CHG49229
10.6.149.121,44:3E:8C:A8:D3:6B,SYD-DC1-S55,10.6.149.0/24,Switch,1297,SYD-DC1-R5-C17,Planned,2025-03-26T20:25:02Z,ART99T99TT,Arista network,7280R3,EOS 4.6.9,Security Infrastructure Team,Reserved,2025-03-26T20:25:02Z,Medium,Server Farm,syd-dc1-s55.global.org,2023-11-20T10:22:35Z,CHG92818
10.4.99.1,3C:0C:EE:3C:6A:D4,SFO-DC1-S91,10.4.99.0/24,Switch,1230,SFO-DC1-R9-C18,Planned,2024-08-29T03:00:56Z,ARB88B88BB,Arista,7020R,EOS 4.4.1,Core Network Team,Static,2024-08-29T03:00:56Z,Low,DMZ,sfo-dc1-s91.enterprise.net,2023-09-12T04:05:17Z,CHG61910
10.7.169.214,AD:F5:F2:12:45:F6,SIN-DC1-S23,10.7.169.0/24,Switch,2195,SIN-DC1-R1-C7,Planned,2024-12-03T04:59:38Z,ARU55U55UU,Arista,7280R3,EOS 4.9.5,Network Operations Team,Static,2024-12-03T04:59:38Z,Medium,Server Farm,sin-dc1-s23.corp.local,2023-08-19T12:26:39Z,CHG14085
10.7.95.153,3B:9D:A1:10:8B:D3,SIN-DC1-S74,10.7.95.0/24,Switch,154,SIN-DC1-R4-C3,Decommissioned,2025-03-02T10:34:32Z,ARP77P77PP,Arista,7050CX3-32S,EOS 4.1.5,Enterprise Network Team,Static,2025-03-02T10:34:32Z,High,User Access,sin-dc1-s74.global.org,2024-04-18T01:10:00Z,CHG75543
10.5.73.197,32:43:69:12:EB:C6,LON-DC1-S40,10.5.73.0/24,Layer 3 Switch,2366,LON-DC1-R5-C7,Planned,2024-05-10T07:53:55Z,ARA99A99AA,Arista,7050CX3-32S,EOS 4.8.4,Security Infrastructure Team,Static,2024-05-10T07:53:55Z,Medium,Voice Network,lon-dc1-s40.enterprise.net,2023-08-18T00:55:41Z,CHG79766
10.6.80.71,3A:07:34:69:B3:A3,SYD-DC1-S35,10.6.80.0/24,Switch,1818,SYD-DC1-R1-C5,Active,2024-11-27T12:54:40Z,ARE44E44EE,Arista,7500R2,EOS 4.9.5,Global Network Services,Reserved,2024-11-27T12:54:40Z,High,Core Infrastructure,syd-dc1-s35.company.com,2023-06-12T17:40:40Z,CHG60279
10.6.182.80,AA:65:28:EE:43:2F,SYD-DC1-S23,10.6.182.0/24,Switch,2866,SYD-DC1-R6-C11,Decommissioned,2024-07-11T19:20:31Z,ARD77D77DD,Arista,7020R,EOS 4.5.6,Global Network Services,Static,2024-07-11T19:20:31Z,Medium,Server Farm,syd-dc1-s23.company.com,2023-11-03T04:48:17Z,CHG24796
10.6.65.131,34:CF:36:A6:24:9A,SYD-DC1-S37,10.6.65.0/24,Switch,853,SYD-DC1-R10-C14,Decommissioned,2024-09-10T22:03:13Z,ARM33M33MM,Arista,7020R,EOS 4.6.1,Enterprise Network Team,DHCP,2024-09-10T22:03:13Z,Low,Core Infrastructure,syd-dc1-s37.corp.local,2023-07-08T19:38:27Z,CHG96849
10.7.166.143,31:E3:5A:9D:CF:23,SIN-DC1-S76,10.7.166.0/24,Switch,3093,SIN-DC1-R1-C5,Maintenance,2025-04-17T09:19:25Z,ARV66V66VV,Arista,7050CX3-32S,EOS 4.2.9,Global Network Services,Reserved,2025-04-17T09:19:25Z,Low,Server Farm,sin-dc1-s76.enterprise.net,2023-10-01T01:16:09Z,CHG90684
10.4.155.236,DE:B0:2D:04:CE:41,SFO-DC1-S41,10.4.155.0/24,Switch,2233,SFO-DC1-R4-C6,Decommissioned,2024-10-17T14:37:57Z,ARJ66J66JJ,Arista,7500R2,EOS 4.6.6,Security Infrastructure Team,Static,2024-10-17T14:37:57Z,Medium,User Access,sfo-dc1-s41.global.org,2024-03-25T02:45:03Z,CHG57223
10.5.36.166,08:49:F9:DF:45:2B,LON-DC1-S18,10.5.36.0/24,Switch,3360,LON-DC1-R8-C13,Planned,2024-12-01T23:50:48Z,ARU77U77UU,Arista networks,7280R3,EOS 4.8.6,Security Infrastructure Team,Static,2024-12-01T23:50:48Z,Low,Server Farm,lon-dc1-s18.global.org,2023-12-23T09:23:55Z,CHG10973
10.4.17.251,13:F7:BC:39:F6:28,SFO-DC2-S70,10.4.17.0/24,Switch,45,SFO-DC2-R8-C15,Decommissioned,2025-02-27T22:45:58Z,ART77T77TT,Arista networks,7280R3,EOS 4.5.8,Enterprise Network Team,Reserved,2025-02-27T22:45:58Z,Medium,IoT Connectivity,sfo-dc2-s70.enterprise.net,2023-10-13T02:31:19Z,CHG56257
10.4.133.16,F2:56:1A:95:0D:92,SFO-DC1-S89,10.4.133.0/24,Layer 3 Switch,3037,SFO-DC1-R2-C20,Maintenance,2024-05-07T02:44:56Z,ARC11C11CC,Arista networks,7020R,EOS 4.4.4,Enterprise Network Team,Reserved,2024-05-07T02:44:56Z,Medium,Voice Network,sfo-dc1-s89.corp.local,2024-01-13T14:08:36Z,CHG68543
10.3.248.47,10:AF:2B:4A:4E:FD,SFO-DC2-S90,10.3.248.0/24,Switch,3357,SFO-DC2-R2-C2,Maintenance,2025-02-18T23:59:17Z,ARY77Y77YY,Arista networks,7020R,EOS 4.0.4,Global Network Services,DHCP,2025-02-18T23:59:17Z,Low,Voice Network,sfo-dc2-s90.global.org,2023-08-27T15:18:45Z,CHG72425
10.7.242.68,4A:DE:06:93:E5:C3,SIN-DC1-S88,10.7.242.0/24,Switch,3287,SIN-DC1-R2-C9,Decommissioned,2024-08-13T07:48:22Z,ARQ11Q11QQ,Arista networks,7500R2,EOS 4.5.4,Global Network Services,Reserved,2024-08-13T07:48:22Z,Low,Voice Network,sin-dc1-s88.corp.local,2024-02-11T18:39:53Z,CHG98065
10.3.160.141,05:04:22:06:D2:32,SFO-DC2-S87,10.3.160.0/24,Switch,3845,SFO-DC2-R10-C7,Active,2024-05-23T16:32:43Z,ARV33V33VV,Arista,7050CX3-32S,EOS 4.9.1,Core Network Team,Static,2024-05-23T16:32:43Z,Low,DMZ,sfo-dc2-s87.corp.local,2023-09-25T14:33:14Z,CHG96034
10.3.129.76,EF:26:E8:8D:DA:A5,SFO-DC1-S90,10.3.129.0/24,Switch,1805,SFO-DC1-R2-C16,Maintenance,2024-07-09T16:47:25Z,ARF44F44FF,Arista,7500R2,EOS 4.4.4,Enterprise Network Team,DHCP,2024-07-09T16:47:25Z,High,User Access,sfo-dc1-s90.corp.local,2024-01-08T06:42:24Z,CHG74494
10.7.226.184,84:34:11:25:24:80,SIN-DC1-S28,10.7.226.0/24,Switch,2112,SIN-DC1-R8-C16,Decommissioned,2024-05-03T00:53:20Z,ARA00A00AA,Arista,7020R,EOS 4.6.9,Global Network Services,Reserved,2024-05-03T00:53:20Z,High,Server Farm,sin-dc1-s28.company.com,2023-11-28T08:43:55Z,CHG39602
10.6.170.175,9B:CD:1C:2E:BB:AE,SYD-DC1-S73,10.6.170.0/24,Switch,1598,SYD-DC1-R2-C12,Decommissioned,2025-01-26T20:27:37Z,ARO44O44OO,Arista,7050CX3-32S,EOS 4.3.4,Core Network Team,Reserved,2025-01-26T20:27:37Z,High,Core Infrastructure,syd-dc1-s73.global.org,2024-02-12T04:05:08Z,CHG34833
10.3.250.100,20:9D:FF:E6:08:12,SFO-DC1-S93,10.3.250.0/24,Switch,706,SFO-DC1-R1-C10,Active,2024-05-07T04:15:39Z,ARC22C22CC,Arista,7500R2,EOS 4.3.2,Global Network Services,Reserved,2024-05-07T04:15:39Z,High,Voice Network,sfo-dc1-s93.corp.local,2024-03-22T00:24:50Z,CHG87469
10.1.32.206,67:DA:AC:CD:A6:3D,NYC-DC1-S64,10.1.32.0/24,Switch,1701,NYC-DC1-R3-C12,Maintenance,2025-02-19T19:14:45Z,ARK00K00KK,Arista,7280R3,EOS 4.4.2,Global Network Services,Static,2025-02-19T19:14:45Z,Low,DMZ,nyc-dc1-s64.company.com,2023-06-23T09:28:27Z,CHG23102
10.6.41.2,03:5B:2D:91:D5:F3,SYD-DC1-S03,10.6.41.0/24,Switch,19,SYD-DC1-R9-C8,Maintenance,2024-10-11T05:44:05Z,ARF00F00FF,Arista,7280R3,EOS 4.4.5,Core Network Team,Reserved,2024-10-11T05:44:05Z,Low,DMZ,syd-dc1-s03.company.com,2023-12-28T23:07:43Z,CHG57435
10.3.141.14,63:39:4C:F2:FE:5A,SFO-DC2-S99,10.3.141.0/24,Switch,428,SFO-DC2-R1-C18,Maintenance,2024-05-18T10:06:56Z,ARV55V55VV,Arista,7280R3,EOS 4.9.7,Security Infrastructure Team,Static,2024-05-18T10:06:56Z,High,User Access,sfo-dc2-s99.global.org,2023-11-18T13:37:04Z,CHG25212
10.6.166.59,38:A6:74:32:79:D3,SYD-DC1-S54,10.6.166.0/24,Switch,730,SYD-DC1-R7-C12,Maintenance,2024-10-25T07:11:23Z,ARM77M77MM,Arista,7280R3,EOS 4.3.9,Global Network Services,Reserved,2024-10-25T07:11:23Z,Medium,User Access,syd-dc1-s54.corp.local,2024-01-03T01:13:52Z,CHG57001
10.5.143.35,38:EE:EA:D6:57:AF,LON-DC1-S05,10.5.143.0/24,Switch,3532,LON-DC1-R4-C19,Decommissioned,2024-11-07T14:10:00Z,ARJ99J99JJ,Arista,7280R3,EOS 4.6.8,Global Network Services,DHCP,2024-11-07T14:10:00Z,Low,Voice Network,lon-dc1-s05.company.com,2024-02-10T02:37:34Z,CHG66113
10.4.113.229,4C:02:D5:16:14:F0,SFO-DC1-S42,10.4.113.0/24,Network Switch,2998,SFO-DC1-R7-C7,Maintenance,2025-01-25T19:05:07Z,ARN77N77NN,Arista,7050CX3-32S,EOS 4.8.0,Network Operations Team,DHCP,2025-01-25T19:05:07Z,High,Server Farm,sfo-dc1-s42.corp.local,2024-01-09T02:48:41Z,CHG21892
10.5.232.119,46:CF:5E:BD:ED:00,LON-DC1-S59,10.5.232.0/24,Switch,2764,LON-DC1-R6-C2,Active,2025-04-20T00:13:14Z,ARI88I88II,Arista,7050CX3-32S,EOS 4.0.8,Global Network Services,DHCP,2025-04-20T00:13:14Z,Medium,IoT Connectivity,lon-dc1-s59.global.org,2023-12-29T01:06:34Z,CHG15357
10.3.70.252,AB:7A:3A:F4:6B:73,SFO-DC1-S72,10.3.70.0/24,Switch,2158,SFO-DC1-R2-C16,Planned,2024-11-12T08:13:16Z,ARL66L66LL,Arista,7500R2,EOS 4.7.7,Global Network Services,Reserved,2024-11-12T08:13:16Z,Low,Voice Network,sfo-dc1-s72.enterprise.net,2024-03-08T06:00:42Z,CHG98251
10.1.41.101,5B:93:27:37:54:8D,NYC-DC1-S59,10.1.41.0/24,Switch,2855,NYC-DC1-R9-C18,Decommissioned,2025-01-15T04:35:20Z,ARH55H55HH,Arista,7050CX3-32S,EOS 4.7.9,Global Network Services,DHCP,2025-01-15T04:35:20Z,High,Voice Network,nyc-dc1-s59.corp.local,2024-04-15T10:57:42Z,CHG50172
10.5.147.198,18:4B:B4:91:E9:55,LON-DC1-S62,10.5.147.0/24,Switch,143,LON-DC1-R6-C12,Maintenance,2025-01-31T05:20:15Z,ARD99D99DD,Arista,7280R3,EOS 4.3.8,Network Operations Team,DHCP,2025-01-31T05:20:15Z,High,Core Infrastructure,lon-dc1-s62.corp.local,2023-11-25T20:16:49Z,CHG49526
10.6.234.238,A3:4F:02:A9:97:F2,SYD-DC1-S99,10.6.234.0/24,Switches,2778,SYD-DC1-R9-C4,Planned,2024-06-24T17:53:12Z,ARY22Y22YY,Arista,7500R2,EOS 4.7.0,Core Network Team,DHCP,2024-06-24T17:53:12Z,High,IoT Connectivity,syd-dc1-s99.corp.local,2023-10-22T19:08:03Z,CHG56844
10.1.142.51,0B:2A:E4:2C:C9:63,NYC-DC1-S75,10.1.142.0/24,Switch,50,NYC-DC1-R5-C12,Planned,2024-09-23T09:24:20Z,ARK88K88KK,Arista Networks,7020R,EOS 4.5.6,Network Operations Team,DHCP,2024-09-23T09:24:20Z,Low,Server Farm,nyc-dc1-s75.company.com,2023-07-25T08:47:31Z,CHG68224
10.6.212.36,2C:49:6A:9B:F3:AB,SYD-DC1-S94,10.6.212.0/24,Switch,2327,SYD-DC1-R3-C7,Maintenance,2025-02-01T10:20:57Z,ARS11S11SS,Arista,7050CX3-32S,EOS 4.8.7,Global Network Services,DHCP,2025-02-01T10:20:57Z,Low,IoT Connectivity,syd-dc1-s94.global.org,2023-05-19T00:00:24Z,CHG49582
10.6.78.68,99:F1:3F:93:D5:5B,SYD-DC1-S04,10.6.78.0/24,Switch,1787,SYD-DC1-R5-C16,Active,2024-12-07T05:54:17Z,ARW00W00WW,Arista,7020R,EOS 4.9.7,Network Operations Team,Reserved,2024-12-07T05:54:17Z,High,DMZ,syd-dc1-s04.company.com,2024-03-25T20:56:55Z,CHG44018
10.2.69.92,53:1B:8B:B8:D6:B6,NYC-DC1-S41,10.2.69.0/24,Switch,1322,NYC-DC1-R6-C10,Planned,2024-11-28T18:08:01Z,ARJ11J11JJ,Arista,7050CX3-32S,EOS 4.9.2,Network Operations Team,Static,2024-11-28T18:08:01Z,High,User Access,nyc-dc1-s41.enterprise.net,2024-03-17T08:13:04Z,CHG28837
10.7.174.236,53:34:6F:4F:71:60,SIN-DC1-S63,10.7.174.0/24,Switch,1811,SIN-DC1-R10-C17,Planned,2025-03-14T21:43:12Z,ARN11N11NN,Arista,7050CX3-32S,EOS 4.5.2,Security Infrastructure Team,Reserved,2025-03-14T21:43:12Z,High,User Access,sin-dc1-s63.enterprise.net,2023-05-13T18:25:32Z,CHG25544
10.3.107.34,28:D9:39:27:09:F7,SFO-DC1-S40,10.3.107.0/24,Switch,3692,SFO-DC1-R4-C6,Planned,2024-12-15T19:13:29Z,ARD11D11DD,Arista,7020R,EOS 4.9.3,Core Network Team,Static,2024-12-15T19:13:29Z,Low,IoT Connectivity,sfo-dc1-s40.corp.local,2024-03-26T02:22:05Z,CHG46356
10.5.34.26,07:6F:62:90:57:02,LON-DC1-S79,10.5.34.0/24,Switch,1738,LON-DC1-R4-C17,Maintenance,2024-09-26T00:38:10Z,ARG77G77GG,Arista,7050CX3-32S,EOS 4.2.5,Global Network Services,Static,2024-09-26T00:38:10Z,High,DMZ,lon-dc1-s79.enterprise.net,2023-06-19T14:32:47Z,CHG71066
10.4.20.22,A7:FC:3B:C5:91:E9,SFO-DC2-S47,10.4.20.0/24,Switch,53,SFO-DC2-R8-C4,Decommissioned,2024-07-10T05:32:21Z,ARV88V88VV,Arista,7500R2,EOS 4.7.5,Global Network Services,Reserved,2024-07-10T05:32:21Z,Medium,Server Farm,sfo-dc2-s47.company.com,2023-06-17T21:33:30Z,CHG28791
10.7.33.94,65:AD:66:CE:3E:77,SIN-DC1-S95,10.7.33.0/24,Switch,2095,SIN-DC1-R5-C5,Decommissioned,2024-11-05T18:32:27Z,ARX99X99XX,Arista,7020R,EOS 4.9.6,Core Network Team,Static,2024-11-05T18:32:27Z,High,Management Network,sin-dc1-s95.enterprise.net,2023-11-08T15:21:35Z,CHG75178
10.3.34.128,0D:5B:C3:A7:4E:9B,SFO-DC1-S13,10.3.34.0/24,Switch,2222,SFO-DC1-R6-C18,Active,2024-08-11T05:15:52Z,ARY88Y88YY,Arista,7050CX3-32S,EOS 4.7.8,Core Network Team,DHCP,2024-08-11T05:15:52Z,Medium,Voice Network,sfo-dc1-s13.company.com,2023-09-28T14:03:25Z,CHG68997
10.6.16.46,9B:54:FB:DC:44:9F,SYD-DC1-S59,10.6.16.0/24,Switch,641,SYD-DC1-R9-C2,Decommissioned,2025-03-29T09:30:01Z,ARP99P99PP,Arista,7020R,EOS 4.7.8,Network Operations Team,DHCP,2025-03-29T09:30:01Z,Medium,Voice Network,syd-dc1-s59.global.org,2023-12-28T04:39:43Z,CHG98668
10.5.23.33,BB:B2:0D:AE:C2:31,LON-DC1-S08,10.5.23.0/24,Switch,2819,LON-DC1-R2-C10,Active,2025-04-20T03:48:29Z,ARL55L55LL,Arista,7020R,EOS 4.9.1,Network Operations Team,Static,2025-04-20T03:48:29Z,High,Server Farm,lon-dc1-s08.company.com,2023-11-27T16:46:33Z,CHG52744
10.6.11.253,A2:C1:C7:A5:32:FA,SYD-DC1-S90,10.6.11.0/24,Layer 3 Switch,2036,SYD-DC1-R2-C18,Maintenance,2024-07-18T22:53:39Z,ARW55W55WW,Arista,7050CX3-32S,EOS 4.5.6,Network Operations Team,DHCP,2024-07-18T22:53:39Z,Medium,Voice Network,syd-dc1-s90.company.com,2023-08-26T01:35:35Z,CHG85172
10.3.172.70,22:F3:DA:6B:B1:27,SFO-DC1-S92,10.3.172.0/24,Switch,1857,SFO-DC1-R9-C6,Active,2024-11-17T17:57:24Z,ARQ66Q66QQ,Arista,7500R2,EOS 4.4.9,Enterprise Network Team,Static,2024-11-17T17:57:24Z,Low,Server Farm,sfo-dc1-s92.global.org,2023-07-24T07:13:53Z,CHG96613
10.5.102.94,EC:4B:7B:4D:99:DE,LON-DC1-S73,10.5.102.0/24,Switch,1663,LON-DC1-R4-C4,Maintenance,2024-08-01T07:15:25Z,ARK33K33KK,Arista,7020R,EOS 4.4.9,Security Infrastructure Team,Static,2024-08-01T07:15:25Z,Medium,Server Farm,lon-dc1-s73.corp.local,2024-03-07T03:21:47Z,CHG50703
